fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality_tier
7.4,0.55,0.4,13.5,0.016,36,164,0.9936,3.35,0.51,10.3,2
6.0,0.36,0.07,1.2,0.042,12,65,0.9954,3.16,0.47,8.5,2
7.5,0.27,0.15,3.9,0.032,65,139,0.9896,3.02,0.32,11.7,3
5.7,0.39,0.11,9.8,0.081,2,226,0.9967,3.2,0.38,9.3,3
4.3,0.16,0.17,9.8,0.048,27,155,0.9918,3.2,0.48,9.7,2
7.2,0.37,0.4,12.9,0.026,20,21,0.9921,3.09,0.38,9.0,2
8.1,0.35,0.26,41.4,0.051,35,220,0.9941,3.21,0.65,12.2,3
6.6,0.3,0.49,28.4,0.042,36,138,0.9931,3.25,0.53,10.9,2
7.2,0.08,0.52,16.2,0.074,26,158,0.9948,3.02,0.5,10.8,3
7.1,0.38,0.27,3.5,0.04,40,222,0.9975,3.26,0.64,9.6,2
7.1,0.22,0.3,9.3,0.033,50,170,0.9931,3.29,0.59,11.9,2
10.1,0.88,0.13,1.2,0.123,22,84,0.9967,3.44,0.73,11.9,2
7.4,0.29,0.26,10.5,0.047,53,172,0.9913,3.24,0.47,11.2,2
8.3,0.35,0.39,1.2,0.109,37,18,0.9964,3.61,0.42,10.3,2
7.8,0.24,0.33,2.6,0.054,29,126,0.9945,2.99,0.65,10.9,2
6.7,0.34,0.28,4.7,0.009,47,203,0.9923,3.35,0.42,10.8,2
5.4,0.61,0.0,2.4,0.034,12,42,0.9994,3.31,0.65,12.9,2
8.3,0.47,0.19,5.4,0.009,47,137,0.9897,2.92,0.25,10.6,3
7.6,0.25,0.2,7.7,0.061,7,77,0.9916,3.38,0.68,10.3,1
7.2,0.41,0.31,19.9,0.039,50,199,0.9923,3.05,0.38,10.5,2
6.3,0.29,0.2,20.2,0.05,57,143,0.9974,3.14,0.38,10.7,2
4.7,0.12,0.4,5.1,0.032,61,110,0.9907,3.05,0.57,11.0,2
7.5,0.21,0.42,5.6,0.06,22,191,0.9891,3.26,0.35,11.5,2
7.4,0.14,0.39,30.0,0.047,22,127,0.9941,3.11,0.38,8.7,2
6.2,0.2,0.0,6.3,0.083,7,86,0.9896,3.06,0.48,8.4,2
9.5,0.53,0.4,3.9,0.163,28,46,0.9959,3.3,0.65,10.9,2
8.4,0.61,0.4,1.4,0.06,16,6,0.9969,3.18,0.64,11.3,2
8.5,0.21,0.32,5.5,0.059,46,145,0.9957,3.3,0.5,11.6,1
7.8,0.5,0.09,1.5,0.103,27,58,0.9952,2.97,0.45,11.8,2
7.4,0.58,0.55,1.2,0.039,17,75,0.9997,3.39,0.67,10.8,3
6.8,0.27,0.16,3.1,0.055,1,54,0.9965,3.4,0.47,13.0,2
6.7,0.19,0.33,25.0,0.053,39,95,0.99,3.12,0.53,10.7,1
9.8,0.66,0.08,1.4,0.111,13,78,0.9969,3.25,0.78,8.9,2
10.9,0.62,0.22,2.5,0.108,10,6,0.9955,3.33,0.73,10.5,3
7.4,0.4,0.33,6.8,0.021,21,95,0.9938,3.1,0.74,11.5,2
6.3,0.13,0.47,17.1,0.042,59,97,0.9986,3.08,0.43,11.7,2
8.8,0.35,0.06,1.2,0.118,15,37,0.9981,3.21,0.49,10.7,3
6.8,0.32,0.42,11.5,0.062,37,160,0.9928,3.12,0.42,10.8,2
7.9,0.43,0.36,3.4,0.051,32,216,0.9932,3.21,0.46,11.3,2
7.3,0.32,0.36,9.5,0.059,28,105,0.9948,2.95,0.45,11.1,1
5.5,0.27,0.45,21.7,0.07,41,159,0.9926,3.12,0.44,8.5,3
6.6,0.31,0.46,3.3,0.073,21,251,0.9954,3.16,0.48,11.5,2
7.4,0.7,0.46,1.6,0.151,1,59,0.9934,3.2,0.63,11.5,2
6.7,0.21,0.44,5.6,0.047,65,269,0.9946,3.1,0.36,10.9,2
8.0,0.26,0.32,65.8,0.077,40,109,0.9923,3.31,0.45,12.0,2
6.3,0.36,0.11,19.1,0.023,51,125,0.9954,3.34,0.34,12.5,2
7.9,0.1,0.17,9.9,0.059,42,170,0.9928,3.37,0.66,9.5,2
6.7,0.2,0.45,14.7,0.059,28,214,0.9912,3.15,0.31,11.0,3
7.2,0.32,0.28,34.1,0.028,39,120,0.9929,3.08,0.58,10.0,2
9.4,0.49,0.26,3.7,0.112,26,78,0.9962,3.31,0.86,10.0,2
10.8,0.37,0.0,1.2,0.118,21,91,0.9954,3.08,0.52,11.0,3
6.8,0.4,0.25,2.0,0.033,26,176,0.9983,3.06,0.38,11.0,2
8.8,0.73,0.37,1.7,0.012,5,69,0.9948,3.2,0.49,10.3,1
8.3,0.29,0.0,1.2,0.188,29,6,0.9991,3.35,0.73,10.4,3
5.9,0.38,0.19,12.6,0.058,55,139,0.9889,3.28,0.56,11.3,2
6.2,0.16,0.46,9.0,0.076,32,75,0.996,3.09,0.39,10.6,2
7.5,0.17,0.06,7.7,0.08,36,197,0.9907,3.04,0.28,11.9,2
6.4,0.6,0.33,7.3,0.028,19,118,0.9962,3.04,0.56,11.9,3
7.9,0.33,0.3,12.4,0.034,30,170,0.9941,3.41,0.35,10.9,2
6.7,0.21,0.48,11.2,0.017,39,172,0.9938,3.1,0.34,8.0,2
8.4,0.33,0.29,6.8,0.019,76,184,0.9907,3.21,0.55,9.6,2
8.9,0.51,0.47,5.3,0.084,21,96,0.9981,3.32,0.65,9.5,2
6.5,0.15,0.43,28.7,0.032,20,65,0.9941,3.3,0.65,10.8,2
6.8,0.41,0.29,5.6,0.047,32,91,0.9945,3.17,0.31,10.7,2
9.2,0.61,0.39,1.2,0.086,1,6,0.9971,3.07,1.14,9.9,2
6.8,0.43,0.36,10.3,0.009,42,171,0.9942,2.97,0.59,9.3,1
8.3,0.31,0.48,9.4,0.018,12,159,0.9929,3.2,0.61,9.5,3
7.5,0.27,0.43,2.6,0.068,33,116,0.9924,3.35,0.44,10.5,2
6.4,0.14,0.34,15.9,0.066,41,160,0.9907,3.01,0.46,9.8,1
7.2,0.17,0.43,21.7,0.07,71,125,0.9967,3.51,0.34,12.2,2
8.4,0.35,0.37,19.7,0.08,8,143,0.9952,3.19,0.52,10.2,2
6.8,0.4,0.5,5.0,0.047,17,131,0.9902,3.25,0.23,11.6,2
6.2,0.2,0.39,7.7,0.063,60,240,0.9876,2.96,0.4,9.2,2
6.8,0.24,0.3,17.8,0.057,10,158,0.9905,3.08,0.51,11.5,2
7.6,0.36,0.22,8.0,0.07,26,170,0.9965,3.46,0.56,13.4,2
7.0,0.4,0.23,1.8,0.07,22,157,0.9911,3.17,0.46,11.0,2
6.2,0.19,0.24,23.1,0.009,26,142,0.9975,3.04,0.37,8.8,2
6.0,0.19,0.21,9.5,0.057,49,133,0.9913,3.09,0.57,11.6,3
7.4,0.42,0.53,2.0,0.079,24,17,0.9957,3.48,0.83,11.6,2
7.2,0.38,0.13,3.3,0.012,17,72,0.9972,3.51,0.76,8.8,2
6.6,0.08,0.32,1.7,0.04,18,111,0.9926,3.18,0.61,12.5,2
8.4,0.73,0.31,1.6,0.187,20,99,0.9997,3.34,0.73,9.4,2
7.5,0.21,0.23,16.6,0.028,34,170,0.9977,3.21,0.41,10.5,3
7.9,0.17,0.19,2.4,0.088,46,149,0.9915,3.13,0.5,10.6,2
7.0,0.36,0.49,7.2,0.062,16,117,0.9983,2.92,0.48,10.1,3
6.6,0.16,0.28,6.7,0.045,18,126,0.9924,3.19,0.65,11.1,2
8.0,0.35,0.14,10.1,0.021,32,234,0.9895,3.31,0.38,11.5,2
7.1,0.38,0.23,27.0,0.051,24,165,0.9926,3.22,0.38,10.3,2
7.0,0.14,0.29,57.7,0.022,30,106,0.9969,3.01,0.54,10.2,3
6.5,0.57,0.41,1.6,0.093,12,6,0.9952,3.11,0.99,8.4,2
6.7,0.35,0.49,14.9,0.072,24,169,0.9899,3.18,0.58,9.9,2
5.3,0.21,0.34,4.0,0.058,40,105,0.9876,2.98,0.55,10.3,2
8.6,0.15,0.35,17.8,0.019,20,121,0.997,3.3,0.29,11.3,2
7.3,0.79,0.42,1.8,0.068,13,33,0.9967,3.36,0.33,9.8,2
7.9,0.08,0.32,4.5,0.011,17,204,0.9932,3.42,0.42,9.3,2
6.6,0.38,0.28,15.8,0.04,22,172,0.9927,3.22,0.6,9.0,2
6.8,0.37,0.08,5.4,0.038,53,138,0.9947,3.07,0.41,9.5,2
7.8,0.29,0.31,5.6,0.076,45,197,0.9926,3.01,0.53,10.3,3
6.6,0.23,0.61,3.2,0.059,58,174,0.9947,3.06,0.48,8.0,2
6.7,0.31,0.39,5.1,0.052,19,138,0.9889,3.22,0.51,8.7,2
8.5,0.14,0.44,47.5,0.079,19,102,0.9929,3.27,0.34,9.3,2
7.0,0.28,0.25,2.9,0.029,27,184,0.9924,3.35,0.31,10.2,2
7.8,0.32,0.44,8.5,0.038,6,76,0.9936,3.03,0.59,11.2,2
8.8,0.49,0.31,2.2,0.029,3,77,0.9981,3.32,0.66,12.5,2
7.5,0.25,0.24,22.2,0.064,52,110,0.9903,3.43,0.52,10.0,2
6.8,0.18,0.31,0.7,0.028,2,63,0.9948,3.17,0.53,11.1,2
7.0,0.29,0.21,1.5,0.084,44,153,0.9961,3.19,0.49,12.8,3
7.7,0.45,0.18,4.5,0.066,20,41,0.9976,3.42,0.59,9.0,2
6.8,0.42,0.26,3.6,0.064,73,74,0.9983,3.23,0.49,12.4,2
6.2,0.31,0.22,3.2,0.045,50,133,0.9943,3.08,0.47,10.3,3
6.9,0.29,0.54,10.3,0.068,10,134,0.9925,3.25,0.55,13.1,2
7.2,0.3,0.29,13.8,0.059,55,141,0.9952,2.9,0.37,11.8,3
6.7,0.19,0.08,14.8,0.053,49,137,0.9904,3.35,0.34,9.2,3
7.7,0.32,0.0,37.2,0.029,28,151,0.9993,3.09,0.45,11.2,2
7.6,0.29,0.07,8.8,0.027,53,147,0.998,3.25,0.31,10.7,2
7.3,0.43,0.16,3.0,0.184,14,28,0.9979,3.44,0.71,10.1,2
8.3,0.28,0.0,1.8,0.012,2,87,0.9961,3.58,0.97,9.8,2
6.4,0.3,0.07,6.3,0.049,58,129,0.9971,3.45,0.49,10.5,2
6.0,0.31,0.27,27.8,0.055,16,86,0.9958,3.1,0.55,11.1,3
7.3,0.35,0.42,2.0,0.064,32,154,0.9947,3.07,0.38,12.1,2
7.5,0.29,0.58,0.6,0.021,25,173,0.993,3.4,0.36,10.2,2
9.8,0.43,0.56,1.2,0.183,20,40,0.9951,3.19,0.57,10.6,2
5.9,0.43,0.17,8.2,0.02,33,130,0.9903,3.19,0.52,10.5,2
8.2,0.24,0.27,1.2,0.075,16,55,0.9966,3.49,0.61,12.6,2
6.3,0.33,0.28,6.0,0.04,54,157,0.9882,3.24,0.45,9.7,2
7.6,0.49,0.25,2.7,0.134,16,40,0.9992,3.32,0.88,11.0,2
5.9,0.26,0.31,1.3,0.026,17,43,0.9952,3.3,0.35,12.4,2
5.5,0.33,0.37,44.8,0.056,26,181,0.9985,3.11,0.43,8.6,2
8.3,0.32,0.37,31.1,0.047,39,124,0.9943,2.94,0.65,10.3,2
5.8,0.26,0.7,2.6,0.061,33,125,0.9916,3.27,0.47,11.0,2
7.3,0.3,0.33,16.5,0.029,59,150,0.9929,3.14,0.31,12.1,2
6.4,0.25,0.31,14.1,0.053,16,170,0.9954,3.37,0.55,14.2,2
8.4,0.33,0.44,1.8,0.063,15,51,0.998,3.45,0.55,11.3,2
11.0,0.41,0.36,1.2,0.034,12,77,0.9946,3.27,0.88,10.6,2
5.6,0.1,0.02,44.0,0.045,65,175,0.9943,3.26,0.46,9.9,3
6.6,0.37,0.48,34.0,0.024,20,88,0.9941,3.17,0.22,9.8,2
7.3,0.52,0.37,40.2,0.04,61,77,0.9943,3.39,0.39,11.0,3
10.3,0.66,0.05,2.5,0.119,5,72,0.9994,3.47,0.8,9.9,3
6.6,0.22,0.35,5.1,0.101,38,135,0.9941,2.85,0.5,12.6,2
5.8,0.25,0.39,6.7,0.016,58,178,0.9958,2.98,0.42,9.9,2
6.7,0.3,0.23,20.3,0.029,43,131,0.9945,2.95,0.58,11.7,2
7.1,0.34,0.31,2.6,0.03,25,140,0.9963,2.97,0.56,8.5,3
9.6,0.45,0.0,1.2,0.121,18,60,0.9952,3.38,0.44,11.0,1
11.4,0.58,0.24,1.2,0.098,27,78,0.9976,3.55,0.73,11.1,3
9.7,0.12,0.35,3.1,0.077,6,99,0.9923,3.4,0.82,10.1,2
7.7,0.28,0.34,20.4,0.088,52,138,0.9912,3.59,0.45,11.9,3
6.8,0.27,0.31,20.2,0.062,61,121,0.993,3.24,0.46,9.8,2
8.0,0.24,0.24,1.4,0.132,9,71,0.9967,3.24,0.53,11.4,3
7.4,0.13,0.41,18.4,0.041,34,130,0.9952,3.01,0.42,9.6,2
7.2,0.37,0.29,8.4,0.063,37,209,0.9885,3.02,0.54,9.0,2
7.4,0.09,0.5,2.3,0.073,28,95,0.9951,3.22,0.45,11.5,2
7.0,0.42,0.29,13.2,0.076,45,146,0.9952,3.19,0.49,9.8,2
6.9,0.08,0.24,16.7,0.021,37,151,0.9916,3.04,0.53,8.4,2
6.8,0.31,0.32,5.7,0.06,39,107,0.9913,3.19,0.57,11.3,2
6.8,0.24,0.49,2.8,0.035,25,119,0.99,3.17,0.64,11.5,2
6.7,0.21,0.38,5.8,0.026,34,137,0.9908,3.01,0.63,9.4,2
7.4,0.22,0.24,5.4,0.069,17,146,0.9974,3.17,0.23,13.2,1
6.5,0.29,0.16,4.2,0.042,15,111,0.9916,3.21,0.47,10.2,2
8.4,0.37,0.51,6.6,0.009,18,45,0.9928,3.17,0.44,9.0,2
6.3,0.14,0.53,2.6,0.026,72,133,0.9975,2.95,0.62,12.1,2
7.0,0.33,0.32,12.3,0.04,29,118,0.9925,2.93,0.62,11.3,3
7.2,0.28,0.45,15.9,0.048,50,93,0.9929,3.07,0.58,8.0,2
7.0,0.25,0.38,9.2,0.009,17,135,0.9957,3.13,0.51,8.8,3
7.7,0.65,0.08,4.0,0.013,4,6,0.9937,3.36,0.38,10.7,3
7.1,0.34,0.26,6.6,0.052,51,228,0.9948,3.09,0.63,9.6,2
7.4,0.69,0.0,1.2,0.165,14,7,0.9942,3.04,0.68,10.7,2
5.9,0.2,0.56,44.9,0.073,43,164,0.995,3.3,0.61,10.4,2
8.1,0.51,0.17,1.8,0.061,55,182,0.9971,2.96,0.46,10.7,2
8.4,0.53,0.19,2.8,0.041,32,7,0.9957,3.31,0.62,9.9,3
7.5,0.08,0.29,13.5,0.032,9,236,0.9953,3.11,0.55,10.6,2
7.1,0.12,0.29,9.3,0.058,28,168,0.994,3.16,0.45,10.8,1
7.8,0.36,0.33,5.4,0.017,47,120,0.9937,3.29,0.61,11.0,2
7.2,0.4,0.43,7.7,0.055,40,120,0.9951,3.13,0.48,10.5,3
5.8,0.13,0.29,7.0,0.094,34,212,0.9956,3.21,0.5,10.5,2
7.1,0.34,0.32,53.0,0.033,40,146,0.9905,3.19,0.45,9.3,3
7.7,0.25,0.68,6.6,0.035,58,130,0.9941,3.3,0.6,12.3,2
8.8,0.27,0.39,11.0,0.087,47,116,0.9961,3.28,0.57,13.2,2
8.1,0.44,0.23,1.1,0.098,20,81,0.9946,3.26,0.62,9.6,2
7.0,0.34,0.21,2.2,0.036,37,127,0.9945,3.3,0.57,9.1,3
7.3,0.46,0.38,7.2,0.028,37,102,0.9894,3.41,0.61,10.2,2
5.9,0.52,0.15,2.4,0.12,30,67,0.9959,3.15,0.6,10.9,2
7.3,0.31,0.46,7.2,0.043,35,207,0.9903,3.03,0.57,10.5,2
6.5,0.56,0.07,2.6,0.145,34,78,0.9961,3.22,0.91,9.5,2
6.2,0.13,0.34,26.8,0.056,44,136,0.9927,3.0,0.34,8.2,3
9.3,0.79,0.08,1.2,0.148,2,41,0.997,3.19,0.66,9.8,3
8.4,0.6,0.26,2.5,0.156,31,82,0.9963,3.28,0.67,8.9,2
7.1,0.25,0.34,28.9,0.051,15,181,0.9949,3.22,0.37,10.1,2
6.6,0.28,0.52,21.8,0.083,43,126,0.9895,3.1,0.51,11.6,2
5.5,0.2,0.28,4.1,0.058,48,135,0.9939,3.17,0.49,11.4,3
8.1,0.29,0.37,3.1,0.05,46,190,0.9962,2.95,0.51,10.8,2
4.6,0.36,0.39,12.3,0.08,37,196,0.9916,3.28,0.41,12.5,3
7.2,0.28,0.41,14.3,0.071,35,109,0.9941,3.13,0.6,9.4,3
7.8,0.36,0.49,7.2,0.066,29,182,0.9912,3.1,0.58,12.1,2
6.8,0.28,0.55,9.0,0.061,55,116,0.9949,2.82,0.35,12.6,2
6.9,0.08,0.63,2.5,0.049,33,150,0.9923,3.35,0.35,11.1,2
5.9,0.34,0.45,20.7,0.032,40,131,0.9915,3.24,0.37,8.0,2
9.8,0.27,0.0,1.2,0.027,19,89,0.998,3.32,0.82,8.6,3
7.2,0.26,0.28,9.8,0.053,43,154,0.9984,3.39,0.53,11.8,2
7.6,0.47,0.37,13.7,0.055,32,162,0.9942,3.17,0.35,10.2,3
6.7,0.35,0.41,14.4,0.047,39,199,0.9929,3.08,0.52,13.5,2
6.1,0.36,0.54,3.6,0.049,28,128,0.9909,3.13,0.41,9.8,2
6.9,0.22,0.25,5.3,0.039,20,89,0.987,3.1,0.36,11.3,2
7.5,0.43,0.39,9.3,0.03,22,137,0.9999,3.24,0.42,11.2,2
11.0,0.46,0.11,2.1,0.099,10,33,0.9985,3.38,0.65,9.1,2
7.3,0.37,0.33,2.6,0.044,43,137,0.9942,3.45,0.46,11.7,2
6.7,0.85,0.07,1.2,0.062,11,65,0.9992,3.15,0.69,11.8,2
6.3,0.16,0.37,28.9,0.032,38,100,0.9955,3.44,0.51,9.5,2
7.8,0.44,0.38,10.2,0.019,16,162,0.9913,3.29,0.55,10.7,2
7.1,0.22,0.26,14.2,0.056,33,141,0.9897,2.97,0.41,10.0,2
7.7,0.28,0.27,15.9,0.043,51,188,0.9953,3.18,0.42,11.7,2
6.6,0.62,0.33,1.8,0.091,24,55,0.9973,3.43,1.13,10.2,2
7.1,0.3,0.3,27.4,0.052,40,181,0.9933,3.11,0.26,12.3,2
8.1,0.37,0.08,1.3,0.078,12,68,0.9945,3.18,0.66,11.0,2
7.4,0.37,0.32,1.4,0.051,47,116,0.9916,3.15,0.59,10.3,2
8.2,0.64,0.05,1.2,0.072,12,69,0.9957,3.18,0.79,11.4,3
7.0,0.33,0.49,5.8,0.024,46,146,0.994,3.16,0.45,10.9,2
7.6,0.38,0.28,5.4,0.076,2,198,0.9955,3.09,0.45,10.0,3
10.0,0.42,0.33,5.1,0.046,11,79,0.9963,3.23,0.53,11.0,2
8.2,0.23,0.14,14.0,0.046,2,65,0.9898,2.98,0.47,13.7,2
5.4,0.3,0.21,6.1,0.036,17,123,0.9943,3.13,0.59,10.9,3
7.5,0.08,0.27,17.2,0.009,28,71,0.9991,3.28,0.59,11.4,2
6.5,0.36,0.35,9.2,0.062,34,90,0.9964,3.34,0.45,9.2,2
8.2,0.36,0.23,6.7,0.063,11,171,0.9968,3.07,0.63,11.4,2
9.1,0.61,0.18,1.2,0.012,14,24,0.9926,3.32,0.66,11.5,2
6.6,0.18,0.47,3.2,0.045,22,108,0.9905,3.13,0.43,11.5,2
8.5,0.49,0.46,1.6,0.168,1,122,0.9968,3.26,0.67,8.7,1
6.7,0.57,0.5,2.0,0.095,12,100,0.9965,3.19,0.51,9.9,2
7.8,0.32,0.22,17.9,0.078,14,99,0.9911,3.23,0.56,10.1,2
7.9,0.42,0.43,1.2,0.118,15,35,0.9965,3.43,0.83,9.6,2
7.6,0.48,0.61,19.9,0.017,47,177,0.995,3.12,0.44,10.4,2
9.0,0.41,0.35,10.3,0.074,46,30,0.9931,3.01,0.22,9.6,2
7.2,0.17,0.36,37.8,0.04,24,86,0.9928,3.2,0.48,10.9,2
6.2,0.29,0.31,7.1,0.024,6,89,0.9913,3.16,0.68,9.1,2
7.0,0.16,0.33,50.9,0.02,25,123,0.998,3.01,0.69,9.1,2
7.0,0.14,0.28,24.3,0.038,32,120,0.9878,3.17,0.34,9.8,2
7.1,0.21,0.25,1.2,0.11,11,28,0.9957,3.34,0.33,11.7,2
6.9,0.2,0.45,7.0,0.009,51,124,0.9904,3.09,0.39,13.1,1
6.5,0.51,0.69,1.2,0.099,32,60,0.9935,3.49,0.46,9.7,2
5.5,0.28,0.21,1.2,0.142,26,13,0.9977,3.34,0.91,10.8,2
10.1,0.53,0.01,1.2,0.111,1,42,0.9959,3.44,0.58,9.3,2
5.6,0.29,0.36,10.5,0.045,50,128,0.9894,3.41,0.42,10.9,2
5.4,0.28,0.08,18.2,0.067,43,130,0.9909,3.44,0.52,10.7,3
9.7,0.32,0.36,14.4,0.065,24,143,0.995,3.17,0.48,11.8,2
7.6,0.21,0.38,3.1,0.029,19,206,0.9935,2.96,0.49,10.8,1
8.9,0.39,0.15,1.2,0.151,11,14,0.9956,3.34,0.46,11.0,2
8.4,0.28,0.12,3.1,0.081,54,118,0.9988,3.11,0.24,9.4,2
7.8,0.68,0.0,1.2,0.067,10,14,0.998,3.2,0.84,9.9,1
9.4,0.42,0.17,1.4,0.071,14,34,0.9976,3.27,0.67,11.1,1
7.8,0.42,0.15,1.2,0.087,10,107,0.9967,3.01,0.53,10.1,3
6.4,0.56,0.01,1.4,0.065,23,31,0.9952,3.68,0.64,11.8,2
8.9,0.64,0.3,1.2,0.063,29,44,0.9988,3.46,0.47,8.4,2
11.1,0.83,0.4,2.3,0.017,7,32,0.9972,3.64,0.47,10.3,2
7.6,0.24,0.46,12.8,0.052,33,124,0.994,3.36,0.62,10.0,3
7.9,0.26,0.15,36.9,0.031,13,146,0.994,3.18,0.32,12.6,2
6.9,0.35,0.34,4.8,0.019,63,71,0.9973,3.07,0.48,11.1,2
6.9,0.17,0.43,17.2,0.06,7,107,0.9922,3.28,0.64,8.8,3
5.8,0.35,0.21,29.0,0.009,29,83,0.9924,3.05,0.34,12.1,2
7.3,0.21,0.19,33.6,0.043,22,128,0.9938,3.21,0.52,11.0,2
6.0,0.36,0.28,40.9,0.084,66,102,1.0008,3.25,0.54,11.6,2
10.0,0.35,0.13,3.2,0.04,10,96,0.9951,3.58,0.63,8.8,2
7.0,0.15,0.34,7.3,0.058,43,52,0.9956,3.02,0.4,11.9,2
7.6,0.38,0.3,18.7,0.009,47,87,0.9919,3.11,0.69,11.2,2
6.4,0.23,0.3,29.0,0.059,41,128,0.9954,2.98,0.41,8.8,2
7.1,0.38,0.47,5.0,0.036,2,131,0.9927,3.01,0.45,12.4,2
6.7,0.44,0.25,16.7,0.061,35,129,0.9883,3.23,0.79,10.8,2
7.5,0.24,0.3,4.9,0.057,13,197,0.9926,3.36,0.62,10.2,2
6.6,0.32,0.38,23.6,0.081,14,126,0.993,3.25,0.45,11.6,2
8.0,0.45,0.5,12.0,0.043,37,141,0.9889,3.28,0.41,9.4,2
7.4,0.52,0.38,6.6,0.029,59,73,0.9911,3.28,0.69,9.7,2
6.3,0.14,0.21,5.2,0.073,30,61,1.0009,3.34,0.58,9.6,2
10.9,0.25,0.15,1.2,0.083,31,18,0.997,3.17,0.51,9.5,2
7.9,0.31,0.3,10.5,0.037,41,164,0.9904,3.17,0.62,12.0,2
5.5,0.16,0.34,10.8,0.036,30,47,0.9934,3.13,0.52,9.9,2
7.3,0.36,0.34,8.0,0.068,54,185,0.9935,3.36,0.34,10.5,3
6.7,0.34,0.34,8.9,0.037,41,162,0.9976,3.33,0.57,10.9,2
7.0,0.36,0.26,21.9,0.019,3,130,0.9901,3.26,0.58,10.1,2
5.6,0.29,0.23,4.6,0.06,21,116,0.9967,2.98,0.64,9.3,2
7.9,0.19,0.29,5.1,0.029,45,125,0.9998,3.06,0.34,10.0,3
6.9,0.24,0.28,8.7,0.083,2,161,0.9885,3.21,0.61,9.4,2
7.9,0.3,0.41,19.5,0.045,14,123,0.9965,3.11,0.39,9.4,2
5.8,0.18,0.42,29.5,0.036,37,130,0.9957,3.09,0.45,10.8,2
6.0,0.27,0.44,37.2,0.064,42,185,0.992,3.41,0.45,11.1,2
6.7,0.32,0.63,33.9,0.05,21,172,0.9926,3.24,0.75,10.1,2
6.1,0.54,0.44,4.7,0.085,15,6,0.9974,3.54,0.52,10.8,1
7.7,0.48,0.26,2.3,0.012,32,6,0.9944,3.54,0.49,11.4,1
8.2,0.47,0.16,2.6,0.014,16,82,0.9976,3.18,0.77,12.3,2
7.3,0.15,0.46,11.7,0.009,22,112,0.9923,2.92,0.49,12.7,2
8.0,0.11,0.26,10.9,0.031,17,290,0.9948,3.41,0.32,11.6,3
7.9,0.14,0.23,13.3,0.009,17,150,0.9964,3.41,0.37,9.7,2
7.1,0.26,0.35,6.3,0.049,35,187,0.9932,3.27,0.53,11.5,2
7.2,0.21,0.29,12.8,0.057,42,173,0.9965,3.0,0.36,11.5,2
5.5,0.39,0.17,4.1,0.048,22,109,1.0022,3.26,0.56,10.0,2
6.6,0.24,0.16,4.7,0.065,29,223,0.9906,3.22,0.49,10.2,2
6.4,0.35,0.21,9.7,0.031,28,118,0.9923,3.07,0.51,10.7,2
7.3,0.66,0.25,1.4,0.114,28,54,0.9997,3.25,0.84,10.6,2
6.7,0.19,0.2,5.9,0.039,32,213,0.9913,2.85,0.66,12.7,2
7.3,0.35,0.24,14.3,0.059,36,148,0.989,3.08,0.48,11.8,2
7.6,0.33,0.19,1.2,0.018,35,126,0.9905,2.89,0.72,9.9,2
8.4,0.61,0.0,1.2,0.104,26,56,0.9983,3.26,0.92,8.9,3
7.1,0.49,0.17,3.8,0.142,19,43,0.9983,3.31,0.71,10.4,3
7.5,0.28,0.43,36.4,0.009,23,209,0.9963,3.35,0.55,10.8,2
8.2,0.25,0.56,9.6,0.061,51,87,0.9906,3.11,0.5,10.5,2
7.5,0.3,0.28,16.9,0.059,32,145,0.9973,3.41,0.37,10.8,2
6.3,0.15,0.2,61.1,0.057,48,118,0.9973,3.43,0.62,9.3,3
10.1,0.87,0.59,1.2,0.048,23,72,0.9981,3.33,0.62,10.2,2
5.2,0.39,0.52,2.6,0.059,37,211,0.9946,3.35,0.28,8.3,2
6.5,0.32,0.08,11.5,0.066,11,114,0.9919,3.07,0.65,10.0,2
6.1,0.6,0.47,2.3,0.143,21,6,0.996,3.22,0.56,11.0,2
11.2,0.79,0.51,1.9,0.133,30,96,0.9975,2.86,0.98,10.5,3
6.6,0.35,0.33,6.6,0.009,15,144,0.9953,3.27,0.55,10.6,2
7.3,0.31,0.32,2.1,0.072,38,137,0.9908,3.21,0.58,10.3,3
8.4,0.52,0.19,1.5,0.125,14,38,0.9972,3.1,0.73,11.9,2
8.9,0.46,0.34,29.8,0.05,50,58,0.9948,3.28,0.57,10.2,3
7.4,0.4,0.48,4.6,0.06,47,116,0.9883,2.95,0.46,12.0,2
6.4,0.33,0.48,5.4,0.069,43,253,0.9973,3.1,0.43,9.8,2
8.9,0.3,0.21,8.7,0.039,25,204,0.9945,3.39,0.41,8.8,3
5.5,0.31,0.37,20.6,0.055,23,124,0.9937,3.12,0.44,11.5,2
6.6,0.31,0.46,9.5,0.044,46,165,0.9897,3.27,0.34,10.2,2
7.8,0.3,0.35,30.2,0.026,49,159,0.9875,3.29,0.49,10.1,2
7.4,0.46,0.2,5.1,0.088,19,121,1.0002,2.94,0.62,9.5,2
7.6,0.24,0.09,1.0,0.062,42,129,0.9921,3.19,0.51,11.4,2
9.3,0.14,0.27,9.3,0.053,9,96,0.9926,3.04,0.38,9.3,2
5.8,0.56,0.04,2.0,0.044,21,50,0.9973,3.11,0.63,10.3,2
6.7,0.28,0.4,6.8,0.055,13,122,0.9923,3.05,0.74,11.9,2
